246.486, 198.660, 5.000, 14.939 False
246.653, 198.660, 5.004, 14.972 False
246.820, 198.660, 5.007, 15.005 False
246.987, 198.660, 5.010, 15.038 False
247.154, 198.660, 5.012, 15.071 False
247.321, 198.660, 5.013, 15.104 False
247.488, 198.660, 5.012, 15.137 False
247.655, 198.660, 5.003, 15.170 False
247.822, 198.660, 4.990, 15.203 False
247.988, 198.660, 4.996, 15.236 False
248.155, 198.660, 5.000, 15.269 False
248.321, 198.660, 5.004, 15.302 False
248.488, 198.660, 5.007, 15.335 False
248.655, 198.660, 5.010, 15.368 False
248.822, 198.660, 5.012, 15.401 False
248.990, 198.660, 5.013, 15.434 False
249.157, 198.660, 5.012, 15.467 False
249.324, 198.660, 5.003, 15.500 False
249.490, 198.660, 4.990, 15.533 False
249.656, 198.660, 4.995, 15.566 False
249.823, 198.660, 5.000, 15.599 False
249.990, 198.660, 5.004, 15.632 False
250.157, 198.660, 5.007, 15.665 False
250.324, 198.660, 5.010, 15.698 False
250.491, 198.660, 5.012, 15.731 False
250.658, 198.660, 5.013, 15.764 False
250.825, 198.660, 5.015, 15.797 False
250.992, 198.660, 5.013, 15.830 False
251.159, 198.660, 4.994, 15.863 False
251.325, 198.660, 4.992, 15.896 False
251.491, 198.660, 4.997, 15.929 False
251.658, 198.660, 5.001, 15.962 False
251.825, 198.660, 5.004, 15.995 False
251.992, 198.660, 5.007, 16.028 False
252.159, 198.660, 5.009, 16.061 False
252.326, 198.660, 5.011, 16.094 False
252.493, 198.660, 5.012, 16.127 False
252.660, 198.660, 5.011, 16.160 False
252.827, 198.660, 5.001, 16.193 False
252.993, 198.660, 4.989, 16.226 False
253.160, 198.660, 4.994, 16.259 False
253.326, 198.660, 4.999, 16.292 False
253.493, 198.660, 5.003, 16.325 False
253.660, 198.660, 5.006, 16.358 False
253.827, 198.660, 5.009, 16.391 False
253.994, 198.660, 5.011, 16.424 False
254.161, 198.660, 5.013, 16.457 False
254.328, 198.660, 5.014, 16.490 False
254.495, 198.660, 5.013, 16.523 False
254.662, 198.660, 4.994, 16.556 False
254.828, 198.660, 4.992, 16.589 False
254.995, 198.660, 4.997, 16.622 False
255.161, 198.660, 5.001, 16.655 False
255.328, 198.660, 5.004, 16.688 False
255.495, 198.660, 5.007, 16.721 False
255.662, 198.660, 5.009, 16.754 False
255.829, 198.660, 5.011, 16.787 False
255.996, 198.660, 5.012, 16.820 False
256.163, 198.660, 5.010, 16.853 False
256.330, 198.660, 5.001, 16.886 False
256.496, 198.660, 4.988, 16.919 False
256.663, 198.660, 4.993, 16.952 False
256.829, 198.660, 4.998, 16.985 False
256.996, 198.660, 5.002, 17.018 False
257.163, 198.660, 5.006, 17.051 False
257.330, 198.660, 5.009, 17.084 False
257.497, 198.660, 5.011, 17.117 False
257.664, 198.660, 5.013, 17.150 False
257.831, 198.660, 5.014, 17.183 False
257.998, 198.660, 5.013, 17.216 False
258.165, 198.660, 4.994, 17.249 False
258.331, 198.660, 4.992, 17.282 False
258.497, 198.660, 4.996, 17.315 False
258.664, 198.660, 5.000, 17.348 False
258.831, 198.660, 5.004, 17.381 False
258.998, 198.660, 5.007, 17.414 False
259.165, 198.660, 5.009, 17.447 False
259.332, 198.660, 5.011, 17.480 False
259.499, 198.660, 5.012, 17.513 False
259.666, 198.660, 5.010, 17.546 False
259.833, 198.660, 5.001, 17.579 False
259.999, 198.660, 4.988, 17.612 False
260.165, 198.660, 4.994, 17.645 False
260.332, 198.660, 4.998, 17.678 False
260.499, 198.660, 5.002, 17.711 False
260.666, 198.660, 5.006, 17.744 False
260.833, 198.660, 5.008, 17.777 False
261.000, 198.660, 5.011, 17.810 False
261.167, 198.660, 5.012, 17.843 False
261.334, 198.660, 5.014, 17.876 False
261.501, 198.660, 5.012, 17.909 False
261.667, 198.660, 4.993, 17.942 False
261.834, 198.660, 4.991, 17.975 False
262.000, 198.660, 4.996, 18.008 False
262.167, 198.660, 5.000, 18.041 False
262.334, 198.660, 5.004, 18.074 False
262.500, 198.660, 5.007, 18.107 False
262.667, 198.660, 5.009, 18.140 False
262.834, 198.660, 5.011, 18.173 False
263.001, 198.660, 5.011, 18.206 False
263.169, 198.660, 5.010, 18.239 False
263.335, 198.660, 5.001, 18.272 False
263.502, 198.660, 4.988, 18.305 False
263.668, 198.660, 4.993, 18.338 False
263.835, 198.660, 4.998, 18.371 False
264.001, 198.660, 5.002, 18.404 False
264.168, 198.660, 5.005, 18.437 False
264.335, 198.660, 5.008, 18.470 False
264.502, 198.660, 5.010, 18.503 False
264.669, 198.660, 5.012, 18.536 False
264.836, 198.660, 5.013, 18.569 False
265.003, 198.660, 5.012, 18.602 False
265.170, 198.660, 4.993, 18.635 False
265.336, 198.660, 4.991, 18.668 False
265.503, 198.660, 4.996, 18.701 False
265.669, 198.660, 5.000, 18.734 False
265.836, 198.660, 5.003, 18.767 False
266.003, 198.660, 5.006, 18.800 False
266.170, 198.660, 5.009, 18.833 False
266.337, 198.660, 5.011, 18.866 False
266.504, 198.660, 5.012, 18.899 False
266.671, 198.660, 5.013, 18.932 False
266.838, 198.660, 5.011, 18.965 False
267.005, 198.660, 4.992, 18.998 False
267.171, 198.660, 4.990, 19.031 False
267.337, 198.660, 4.995, 19.064 False
267.504, 198.660, 4.999, 19.097 False
267.671, 198.660, 5.003, 19.130 False
267.837, 198.660, 5.006, 19.163 False
268.004, 198.660, 5.008, 19.196 False
268.171, 198.660, 5.010, 19.229 False
268.338, 198.660, 5.011, 19.262 False
268.505, 198.660, 5.013, 19.295 False
268.672, 198.660, 5.011, 19.328 False
268.839, 198.660, 5.000, 19.361 False
269.006, 198.660, 5.002, 19.394 False
269.173, 198.660, 5.004, 19.427 False
269.339, 198.660, 5.006, 19.460 False
269.506, 198.660, 5.007, 19.493 False
269.673, 198.660, 5.008, 19.526 False
269.840, 198.660, 5.009, 19.559 False
270.007, 198.660, 5.009, 19.592 False
270.174, 198.660, 5.000, 19.625 False
270.341, 198.660, 5.002, 19.658 False
270.507, 198.660, 5.004, 19.691 False
270.674, 198.660, 5.005, 19.724 False
270.841, 198.660, 5.007, 19.757 False
271.008, 198.660, 5.004, 19.790 False
271.174, 198.660, 4.993, 19.823 False
271.341, 198.660, 4.996, 19.856 False
271.507, 198.660, 4.999, 19.889 False
271.674, 198.660, 5.002, 19.922 False
271.841, 198.660, 5.004, 19.955 False
272.008, 198.660, 5.006, 19.988 False
272.175, 198.660, 5.008, 20.021 False
272.342, 198.660, 5.009, 20.054 False
272.509, 198.660, 5.010, 20.087 False
272.675, 198.660, 5.008, 20.120 False
272.842, 198.660, 4.998, 20.153 False
273.009, 198.660, 5.000, 20.186 False
273.175, 198.660, 5.003, 20.219 False
273.342, 198.660, 5.004, 20.252 False
273.509, 198.660, 5.006, 20.285 False
273.676, 198.660, 5.007, 20.318 False
273.843, 198.660, 5.007, 20.351 False
274.010, 198.660, 5.006, 20.384 False
274.177, 198.660, 4.998, 20.417 False
274.343, 198.660, 5.000, 20.450 False
274.510, 198.660, 5.002, 20.483 False
274.677, 198.660, 5.004, 20.516 False
274.844, 198.660, 5.006, 20.549 False
275.010, 198.660, 5.007, 20.582 False
275.177, 198.660, 5.008, 20.615 False
275.344, 198.660, 5.009, 20.648 False
275.511, 198.660, 5.008, 20.681 False
275.678, 198.660, 4.998, 20.714 False
275.844, 198.660, 5.000, 20.747 False
276.011, 198.660, 5.002, 20.780 False
276.178, 198.660, 5.004, 20.813 False
276.345, 198.660, 5.005, 20.846 False
276.512, 198.660, 5.006, 20.879 False
276.679, 198.660, 5.007, 20.912 False
276.845, 198.660, 5.005, 20.945 False
277.012, 198.660, 4.997, 20.978 False
277.179, 198.660, 4.999, 21.011 False
277.345, 198.660, 5.001, 21.044 False
277.512, 198.660, 5.003, 21.077 False
277.679, 198.660, 5.005, 21.110 False
277.846, 198.660, 5.006, 21.143 False
278.013, 198.660, 5.007, 21.176 False
278.180, 198.660, 5.008, 21.209 False
278.347, 198.660, 5.006, 21.242 False
278.513, 198.660, 4.997, 21.275 False
278.680, 198.660, 4.999, 21.308 False
278.847, 198.660, 5.001, 21.341 False
279.013, 198.660, 5.003, 21.374 False
279.180, 198.660, 5.005, 21.407 False
279.347, 198.660, 5.006, 21.440 False
279.514, 198.660, 5.007, 21.473 False
279.681, 198.660, 5.009, 21.506 False
279.848, 198.660, 5.008, 21.539 False
280.014, 198.660, 4.998, 21.572 False
280.181, 198.660, 5.000, 21.605 False
280.348, 198.660, 5.002, 21.638 False
280.515, 198.660, 5.004, 21.671 False
280.681, 198.660, 5.005, 21.704 False
280.848, 198.660, 5.006, 21.737 False
281.015, 198.660, 5.007, 21.770 False
281.182, 198.660, 5.005, 21.803 False
281.349, 198.660, 4.997, 21.836 False
281.515, 198.660, 4.998, 21.869 False
281.682, 198.660, 5.001, 21.902 False
281.849, 198.660, 5.003, 21.935 False
